2025-10-07 13:06:32,062 INFO    StreamThr :133883 [internal.py:wandb_internal():86] W&B internal server running at pid: 133883, started at: 2025-10-07 13:06:32.062218
2025-10-07 13:06:32,063 DEBUG   HandlerThread:133883 [handler.py:handle_request():144] handle_request: status
2025-10-07 13:06:32,066 INFO    WriterThread:133883 [datastore.py:open_for_write():85] open: /home/armaan/dribblebot/wandb/run-20251007_130632-k2dmh70c/run-k2dmh70c.wandb
2025-10-07 13:06:32,066 DEBUG   SenderThread:133883 [sender.py:send():375] send: header
2025-10-07 13:06:32,078 DEBUG   SenderThread:133883 [sender.py:send():375] send: run
2025-10-07 13:06:32,447 INFO    SenderThread:133883 [dir_watcher.py:__init__():219] watching files in: /home/armaan/dribblebot/wandb/run-20251007_130632-k2dmh70c/files
2025-10-07 13:06:32,447 INFO    SenderThread:133883 [sender.py:_start_run_threads():1124] run started: k2dmh70c with start time 1759867592.06158
2025-10-07 13:06:32,449 DEBUG   SenderThread:133883 [sender.py:send_request():402] send_request: summary_record
2025-10-07 13:06:32,449 INFO    SenderThread:133883 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-10-07 13:06:32,452 DEBUG   HandlerThread:133883 [handler.py:handle_request():144] handle_request: check_version
2025-10-07 13:06:32,452 DEBUG   SenderThread:133883 [sender.py:send_request():402] send_request: check_version
2025-10-07 13:06:32,528 DEBUG   HandlerThread:133883 [handler.py:handle_request():144] handle_request: run_start
2025-10-07 13:06:32,554 DEBUG   HandlerThread:133883 [system_info.py:__init__():31] System info init
2025-10-07 13:06:32,554 DEBUG   HandlerThread:133883 [system_info.py:__init__():46] System info init done
2025-10-07 13:06:32,554 INFO    HandlerThread:133883 [system_monitor.py:start():181] Starting system monitor
2025-10-07 13:06:32,554 INFO    SystemMonitor:133883 [system_monitor.py:_start():145] Starting system asset monitoring threads
2025-10-07 13:06:32,554 INFO    HandlerThread:133883 [system_monitor.py:probe():201] Collecting system info
2025-10-07 13:06:32,555 INFO    SystemMonitor:133883 [interfaces.py:start():190] Started cpu monitoring
2025-10-07 13:06:32,555 INFO    SystemMonitor:133883 [interfaces.py:start():190] Started disk monitoring
2025-10-07 13:06:32,556 INFO    SystemMonitor:133883 [interfaces.py:start():190] Started gpu monitoring
2025-10-07 13:06:32,556 INFO    SystemMonitor:133883 [interfaces.py:start():190] Started memory monitoring
2025-10-07 13:06:32,557 INFO    SystemMonitor:133883 [interfaces.py:start():190] Started network monitoring
2025-10-07 13:06:32,579 DEBUG   HandlerThread:133883 [system_info.py:probe():195] Probing system
2025-10-07 13:06:32,580 DEBUG   HandlerThread:133883 [system_info.py:_probe_git():180] Probing git
2025-10-07 13:06:32,590 DEBUG   HandlerThread:133883 [system_info.py:_probe_git():188] Probing git done
2025-10-07 13:06:32,590 DEBUG   HandlerThread:133883 [system_info.py:probe():240] Probing system done
